Episode,Total_Reward
1,-206.40574153180478
2,-148.68165893235846
3,-31.69613069214968
4,-66.85100961472773
5,-73.16436409679694
6,-170.0564441902846
7,-286.645498030863
8,-256.0843396235066
9,-229.4245656453031
10,-42.49999125475376
11,-473.562646978152
12,-240.21879336477608
13,-288.562703689289
14,-214.76454240267796
15,-284.9076381208678
16,-280.6495616224215
17,-271.9100807027987
18,-53.897835645817175
19,-335.7578617880297
20,-244.10703668478124
21,-96.55398973259302
22,-80.3697398405114
23,-188.68127658514317
24,-241.27799974952256
25,-97.63546980701642
26,-359.57552063469785
27,-77.89207137901624
28,-304.5543898305002
29,-109.65807782539565
30,-44.145676321408914
31,-135.3880052292405
32,-9.23615265323869
33,-77.83093249565438
34,-122.56082445393089
35,-67.59455767421377
36,-80.71426480893925
37,-229.5078607896013
38,-157.49635856180606
39,-260.632845529389
40,-271.77513100419185
41,-141.43612149896006
42,-94.85783870935062
43,-201.32513682442715
44,-80.38447041512319
45,-148.43553074331223
46,-160.55017657984843
47,-28.561083568348224
48,-370.23566848339266
49,-371.8636133774616
50,-64.0139469371187
51,-122.81657656399835
52,-254.9066872197084
53,107.03657804236512
54,-130.4141160324241
55,-344.04538115876824
56,-228.16865308941766
57,-290.39760975963753
58,-107.85899791236629
59,-138.61843327581295
60,-74.18960049097208
61,-287.4587898602915
62,-178.2033686004276
63,-103.70888067571376
64,-34.75573915655005
65,-94.44993050778955
66,-200.76619910404256
67,-57.35068593655854
68,-205.81731984278454
69,-152.70854502040265
70,-115.22116818894129
71,-156.55186662587175
72,-104.63533071037206
73,-112.11168565032528
74,-80.44249363986171
75,-89.87772373798677
76,-79.25218855178483
77,-210.90669701848276
78,-117.66063168967176
79,-95.6244947052848
80,-254.37982770707833
81,-276.05238849004024
82,-152.85062006542137
83,-4.3974886427199635
84,-103.13980042820927
85,-180.04534912980844
86,-5.066813859863345
87,-166.17513044297746
88,-125.44779851138102
89,-272.3280676923043
90,-130.23019984060699
91,-257.3986642850859
92,-212.03275368196788
93,-104.23596897293513
94,-137.1278387538404
95,-120.68245945148314
96,-112.30520959663744
97,-72.11833751999308
98,-112.77291900234637
99,-44.216980588396844
100,-163.58207679200416
101,-141.30551335030344
102,-105.42619448997212
103,-3.8534451577770454
104,-132.60471538928311
105,-187.20560821537276
106,-83.55856066139391
107,-5.866841090892962
108,57.13396939281179
109,-92.81841889049736
110,-156.01895988550507
111,-75.36785039484359
112,-73.5031137267959
113,-218.28623799612532
114,-286.17992227608124
115,-74.76991058232323
116,-145.93528844594377
117,-63.019175596285876
118,-131.92703355807743
119,-78.97641573063974
120,-103.48927432068128
121,-286.11389100023155
122,-230.58539804639142
123,-229.57240540769874
124,-58.66808757808795
125,-251.06258159792336
126,-58.62590730694431
127,-91.15678646111016
128,-23.944601138052292
129,-98.51451373279919
130,-4.926678516910215
131,-119.94600338680841
132,-195.0615898951886
133,-132.85201990204132
134,-131.52817887518432
135,-333.249340559856
136,-75.19552860056572
137,-148.09964947598263
138,-119.6629429726473
139,-195.08770239981865
140,-167.4260195645054
141,-97.59525268840727
142,-106.84160553297393
143,-107.12166310654341
144,-137.71637251267765
145,-74.72921731950761
146,-260.25907716153995
147,-138.4299778061993
148,-13.359845184885756
149,-132.7252039691151
150,-141.13511840045976
151,-316.8323217456545
152,-165.4497322995307
153,-184.1953761197269
154,-116.57047037011243
155,-51.22819243633589
156,22.01427641646194
157,-253.72710181332116
158,-191.35000100963376
159,-91.40369056369421
160,-94.05074644649942
161,-165.28933362420548
162,-162.2771713837853
163,-231.86150536901266
164,-51.84879069030323
165,-237.24479079495683
166,-155.2332671072699
167,-100.38282329448286
168,-127.48528453535268
169,-97.2019102591015
170,-125.17624725058948
171,-84.17759619073915
172,-137.93546824108458
173,-114.22591075575288
174,-107.62063726673927
175,-27.98756934432751
176,-77.02496648882237
177,-117.5050780915703
178,-127.24858885100544
179,-114.5293503254094
180,-62.687813866458434
181,-104.03926860021785
182,-128.92909133979998
183,-344.92383769820367
184,-151.6968745497889
185,-129.3490590429789
186,-69.15630716899729
187,-115.54485897852663
188,-81.97607797306296
189,-102.4278681018394
190,-137.78335400335038
191,-88.93577536045134
192,-135.33751496030223
193,231.09962666800422
194,-113.6503994019551
195,-66.78355529765722
196,-167.94491389288095
197,-126.32374101942288
198,-130.03280402418122
199,174.1427444556605
200,-95.5456984663393
201,-131.28033872155916
202,-52.385692331913916
203,-174.53254806533653
204,-294.35951434874556
205,-92.60771117174706
206,-170.18958676255582
207,-140.08330975305407
208,-185.08725518128108
209,-144.41590633802275
210,-66.8461523313077
211,-81.1030892567496
212,-26.190750910985003
213,-178.99321327569828
214,-242.9632268189347
215,-59.25307964392459
216,-268.6413943244721
217,-177.28213233636995
218,-144.47646536294167
219,-48.19616201317081
220,-98.67265130602107
221,-21.7670604399148
222,-32.17583674929021
223,-148.89535828881014
224,-98.0180354955292
225,-45.563482453956816
226,-195.85971787140764
227,-135.84207404597402
228,-128.65874991354204
229,-115.7520818219439
230,-148.95408624375725
231,-218.38722722840336
232,18.766318804017587
233,27.41539765532486
234,-179.73926842346015
235,-405.3979930357944
236,166.90768528238303
237,-76.69271617749153
238,220.7070772737982
239,-28.671157796534402
240,-52.206799123315946
241,-135.34737527177094
242,-106.85505564341324
243,-141.91452822192548
244,-239.8671821935867
245,-175.262600595477
246,-185.51817149348955
247,-185.8110541066426
248,-89.90808890274775
249,-112.93955988377154
250,-47.783745932449
251,-123.91240502685815
252,-79.710602816405
253,-63.745440714329135
254,-65.8674986322221
255,-261.01472828475585
256,-132.73116398203712
257,-99.2061444917224
258,-249.11526241017697
259,-127.8462411683984
260,-112.29749596306799
261,-116.18395822725734
262,-81.40338326285769
263,-116.32493341202546
264,-248.35898567276803
265,-75.40605582159333
266,-81.95465141237119
267,-112.41711491347644
268,-212.71797788674508
269,-160.46191957491476
270,-34.004020132416315
271,-52.20211534462561
272,-37.980831791082586
273,-108.57414701401653
274,-150.5208445281837
275,-191.61789294768676
276,-179.35668282682215
277,-95.63767561701177
