Episode,Total_Reward
1,-171.8830233428365
2,-295.24805090329477
3,-102.39820979190998
4,-70.503876654478
5,-144.52190836380035
6,-119.31537238690865
7,-223.7602241829373
8,-75.73034733726575
9,-64.32136860718839
10,-184.32213453116555
11,-76.5074538699931
12,-118.67940902536229
13,-319.25642447051945
14,-129.83199944420514
15,-54.14799818909475
16,-97.52451927225276
17,-61.04092516353105
18,-103.62959282802899
19,-247.75698270064063
20,-107.67674917759324
21,-112.75817748857854
22,-255.5228525819949
23,-136.09372012806918
24,-185.15590694433763
25,-174.63278294121434
26,-130.466976214368
27,-7.287294519514518
28,-123.612430954774
29,-101.05333433542602
30,-58.7882126171571
31,-69.67572991522006
32,-134.43786402270035
33,-120.26094053280923
34,-88.95966291249184
35,-77.08901385208469
36,-121.66683643698524
37,-84.17315128656378
38,-181.7454856095541
39,-239.69974558394352
40,-193.97199083014416
41,-230.2478986257703
42,-273.1777354621803
43,-112.99449635125717
44,-122.74043093614671
45,-348.06374585378455
46,-118.36954081150967
47,-136.60717661816267
48,-249.7746335550033
49,-119.01319409174044
50,-129.19957495968993
51,-180.79193253125175
52,-56.365641489144025
53,-83.06204365593857
54,-42.65874885558736
55,-102.6040916349273
56,-151.91491659816162
57,-179.77916888543982
58,-20.072161128832448
59,-36.28637178885766
60,-177.2169341549435
61,-172.40803362146582
62,-128.22699978617615
63,-61.98789145239719
64,-83.58452981681995
65,-18.5744415193943
66,-130.1642800762989
67,-266.7358625480805
68,-247.14606542488704
69,-92.7839393461222
70,-82.53872609918581
71,-100.30306552225073
72,-119.58259594384259
73,-123.09854292133011
74,-82.71757577941412
75,-145.15931846535867
76,-175.6340870224925
77,-197.44321343010915
78,-180.49738586810278
79,-184.0366546637714
80,-150.19721489943618
81,-111.56553488884927
82,-10.213245624797764
83,-220.7021012179719
84,-249.05081277415522
85,-91.7824152577638
86,-120.73018137154065
87,-100.92606977997177
88,-127.38033444508912
89,-173.98370842070446
90,-86.84243987888777
91,-135.4247979845417
92,-235.18631257729206
93,9.10752449974973
94,-107.06125126463765
95,-175.1563885299454
96,-104.58902620569634
97,-147.68756050659266
98,-48.24015336282444
99,-66.2039686484627
100,-120.79727925449228
101,-125.4273627006754
102,-129.92991315799048
103,-245.66537457665547
104,-96.53217107491238
105,-107.00022034075235
106,-158.00878662260112
107,-246.80504174904277
108,-305.5728829794799
109,-105.15924182151501
110,-112.82875211208571
111,-106.33062646216882
112,-166.76092286091796
113,-313.2984289746848
114,-42.77697250453084
115,-223.74106055746026
116,-101.62652414016297
117,-304.332003821222
118,-126.2544265063563
119,-240.46599689767663
